"ensembl_gene_id","schizo_sft8_minSize30_cutHeight0.15","schizo_sft8_minSize30_cutHeight0.2","schizo_sft8_minSize30_cutHeight0.25","schizo_sft8_minSize50_cutHeight0.15","schizo_sft8_minSize50_cutHeight0.2","schizo_sft8_minSize50_cutHeight0.25","schizo_sft9_minSize30_cutHeight0.15","schizo_sft9_minSize30_cutHeight0.2","schizo_sft9_minSize30_cutHeight0.25","schizo_sft9_minSize50_cutHeight0.15","schizo_sft9_minSize50_cutHeight0.2","schizo_sft9_minSize50_cutHeight0.25","schizo_sft10_minSize30_cutHeight0.15","schizo_sft10_minSize30_cutHeight0.2","schizo_sft10_minSize30_cutHeight0.25","schizo_sft10_minSize50_cutHeight0.15","schizo_sft10_minSize50_cutHeight0.2","schizo_sft10_minSize50_cutHeight0.25","bipolar_sft8_minSize30_cutHeight0.15","bipolar_sft8_minSize30_cutHeight0.2","bipolar_sft8_minSize30_cutHeight0.25","bipolar_sft8_minSize50_cutHeight0.15","bipolar_sft8_minSize50_cutHeight0.2","bipolar_sft8_minSize50_cutHeight0.25","bipolar_sft9_minSize30_cutHeight0.15","bipolar_sft9_minSize30_cutHeight0.2","bipolar_sft9_minSize30_cutHeight0.25","bipolar_sft9_minSize50_cutHeight0.15","bipolar_sft9_minSize50_cutHeight0.2","bipolar_sft9_minSize50_cutHeight0.25","bipolar_sft12_minSize30_cutHeight0.15","bipolar_sft12_minSize30_cutHeight0.2","bipolar_sft12_minSize30_cutHeight0.25","bipolar_sft12_minSize50_cutHeight0.15","bipolar_sft12_minSize50_cutHeight0.2","bipolar_sft12_minSize50_cutHeight0.25","bipolar_sft14_minSize30_cutHeight0.15","bipolar_sft14_minSize30_cutHeight0.2","bipolar_sft14_minSize30_cutHeight0.25","bipolar_sft14_minSize50_cutHeight0.15","bipolar_sft14_minSize50_cutHeight0.2","bipolar_sft14_minSize50_cutHeight0.25","mdd_sft9_minSize30_cutHeight0.15","mdd_sft9_minSize30_cutHeight0.2","mdd_sft9_minSize30_cutHeight0.25","mdd_sft9_minSize50_cutHeight0.15","mdd_sft9_minSize50_cutHeight0.2","mdd_sft9_minSize50_cutHeight0.25","mdd_sft10_minSize30_cutHeight0.15","mdd_sft10_minSize30_cutHeight0.2","mdd_sft10_minSize30_cutHeight0.25","mdd_sft10_minSize50_cutHeight0.15","mdd_sft10_minSize50_cutHeight0.2","mdd_sft10_minSize50_cutHeight0.25","mdd_sft11_minSize30_cutHeight0.15","mdd_sft11_minSize30_cutHeight0.2","mdd_sft11_minSize30_cutHeight0.25","mdd_sft11_minSize50_cutHeight0.15","mdd_sft11_minSize50_cutHeight0.2","mdd_sft11_minSize50_cutHeight0.25","mdd_sft12_minSize30_cutHeight0.15","mdd_sft12_minSize30_cutHeight0.2","mdd_sft12_minSize30_cutHeight0.25","mdd_sft12_minSize50_cutHeight0.15","mdd_sft12_minSize50_cutHeight0.2","mdd_sft12_minSize50_cutHeight0.25"
"ENSG00000075407","1","1","1","1","1","1","26","4","5","1","1","1","3","3","1","1","1","1","11","8","4","10","8","4","5","5","3","7","4","4","10","8","7","5","4","3","4","4","4","4","2","1","3","2","2","3","2","2","4","4","2","2","3","2","2","2","2","2","2","2","3","2","2","2","2","2"
"ENSG00000271347","3","4","4","3","4","4","18","7","8","2","2","2","13","12","10","0","0","0","5","5","2","3","2","2","19","8","7","1","2","2","20","4","1","2","2","1","2","2","2","3","3","1","4","2","2","2","3","3","2","2","2","5","2","3","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000067057","4","3","3","4","3","3","4","2","2","4","4","4","1","2","3","3","3","2","8","10","4","3","2","2","3","1","1","5","1","1","13","11","9","3","3","1","3","1","1","4","2","1","5","1","1","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000270696","11","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","18","12","12","7","4","4","17","13","11","9","8","7","0","0","0","0","0","0","10","8","8","8","7","7","10","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000116106","13","3","3","7","3","3","15","2","2","4","4","4","1","2","3","3","3","2","3","3","2","2","2","2","3","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","8","8","1","1","1"
"ENSG00000127603","16","5","5","10","5","5","6","5","7","6","6","6","7","6","6","4","4","3","39","1","1","2","2","2","2","1","1","2","1","1","1","1","1","7","6","4","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000113558","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","3","3","2","2","2","3","9","6","3","4","3","4","6","3","3","3","3","3","2","2","1","5","3","1","3","3","1","3","2","2","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000113552","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","4","4","5","3","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","3","3","1","4","2","2","4","4","2","2","2","2","2","3","2","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000279289","9","9","9","7","3","3","11","11","10","0","0","0","0","0","0","0","0","0","5","5","2","3","2","2","18","12","12","5","1","1","1","1","1","3","3","1","3","1","1","4","2","1","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000145555","1","1","1","1","1","1","5","4","5","5","5","5","3","3","1","1","1","1","33","26","17","19","16","13","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","15","14","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000089101","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000103275","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","7","9","1","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000103274","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","2","2","1","22","17","12","1","1","1","12","8","7","18","13","13","2","2","2","1","1","2","2","2","2","1","1","2","11","6","6","7","6","6","6","6","5","8","7","6","10","6","6","8","6","5","7","5","5","6","6","5"
"ENSG00000273274","9","9","9","0","0","0","11","11","10","0","0","0","0","0","0","0","0","0","4","4","5","2","2","2","3","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","8","7","7","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000273270","7","3","3","4","3","3","18","7","8","4","4","4","1","2","3","3","3","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000234719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","3","2","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000100897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","11","9","6","3","15","11","10","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","9","5","5","6","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000115423","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000119411","19","15","15","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000134326","25","17","17","0","0","0","23","15","13","0","0","0","16","13","11","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","3","2","2","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000134323","2","2","2","2","2","2","2","1","1","1","1","1","7","6","6","1","1","1","1","1","1","4","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"ENSG00000134321","25","17","17","0","0","0","23","15","13","0","0","0","16","13","11","0","0","0","35","28","19","2","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000143252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","4","4","2","2","2","2","3","4","5","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000143258","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","2","3","2","2","24","3","4","4","3","3","1","1","1","2","2","1","0","0","0","0","0","0","3","2","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176853","1","1","1","1","1","1","7","6","4","1","1","1","2","1","2","4","4","3","2","2","3","5","3","3","4","3","4","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000175283","9","9","9","8","5","5","11","11","10","0","0","0","0","0","0","0","0","0","9","11","7","8","7","6","7","7","6","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0","9","5","5","6","2","5","11","10","8","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000272356","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","3","3","2","2","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","2","3","3","1","1","1","1","1","1","3","4","5","4","4","3","0","0","0","0","0","0"
"ENSG00000110395","1","1","1","1","1","1","2","1","1","5","5","5","3","3","1","1","1","1","3","3","2","2","2","2","2","1","1","2","1","1","11","9","8","6","5","5","0","0","0","0","0","0","5","1","1","7","6","6","6","6","5","8","7","6","10","6","6","8","6","5","7","5","5","6","6","5"
"ENSG00000175287","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","5","2","3","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000168763","1","1","1","1","1","1","5","4","5","5","5","5","4","4","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","15","4","1","10","9","8","2","2","2","1","1","2","2","3","3","2","3","3","2","2","2","1","1","1","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000189091","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","18","12","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000168765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","2","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000168769","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","1","1","1","1","1","1","4","1","1","1","2","2","1","2","2","8","1","1","1","1","2","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000119414","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","5","5","4","2","2","3","9","6","3","8","3","4","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","2","2","2","2","3","2","2","2","2","2","2","2","3","2","2","2","2","2"
"ENSG00000108840","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","12","8","8","13","10","9","14","5","3","12","4","4","10","8","7","5","4","3","4","4","4","2","2","1","6","4","4","1","1","1","7","7","4","7","8","4","6","7","3","10","10","8","5","3","3","1","1","1"
"ENSG00000108848","1","1","1","1","1","1","2","1","1","3","3","3","4","4","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000106991","6","8","8","6","7","6","9","9","9","8","8","8","9","8","7","6","6","5","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","6","6","5","10","7","6","13","11","10","0","0","0","0","0","0","0","0","0"
"ENSG00000106993","3","4","4","3","4","4","13","7","8","2","2","2","6","5","5","3","3","2","2","2","3","5","3","3","4","3","4","4","3","3","3","3","3","2","2","1","5","3","1","3","3","1","3","2","2","3","2","2","4","4","2","4","5","2","15","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000106992","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000105948","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000132646","5","7","7","5","6","7","7","6","4","7","7","7","8","7","4","0","0","0","7","9","1","4","1","1","11","2","2","1","2","2","9","2","2","1","1","2","11","9","7","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000149115","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","8","13","10","9","14","5","3","12","4","4","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","5","5","4","5","5","4","7","8","4","5","5","3","5","5","4","5","3","3","0","0","0"
"ENSG00000132640","13","3","3","3","4","4","15","2","2","4","4","4","1","2","3","3","3","2","3","3","2","2","2","2","2","1","1","16","1","1","1","1","1","2","2","1","13","1","1","2","2","1","3","2","2","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000226259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000180113","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","9","11","7","8","7","6","7","7","6","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0","15","6","6","7","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000187720","6","8","8","6","7","6","9","9","9","8","8","8","9","8","7","6","6","5","20","14","10","18","15","12","25","15","15","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","6","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000135144","1","1","1","1","1","1","2","1","1","1","1","1","11","10","4","2","2","1","2","2","3","9","6","3","9","4","3","3","6","6","4","5","5","6","5","5","6","5","5","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000135148","2","2","2","2","2","2","1","1","1","1","1","1","5","1","2","7","7","6","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","3","4","5","4","4","3","1","1","1","5","5","4"
"ENSG00000114670","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000118197","2","2","2","2","2","2","1","1","1","1","1","1","5","1","2","2","2","1","2","2","3","5","3","3","12","8","7","1","2","2","6","4","1","7","6","4","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000118194","7","3","3","4","3","3","20","2","2","4","4","4","1","2","3","3","3","2","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000169967","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","4","4","3","7","9","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","16","5","5","2","3","3","11","10","8","12","2","3","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000169964","2","2","2","2","2","2","22","4","5","1","1","1","3","3","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000261824","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000105366","15","11","11","11","9","9","19","14","12","10","10","10","12","11","9","0","0","0","23","18","10","16","13","11","21","14","13","14","10","10","18","14","12","8","7","6","14","11","10","8","6","4","11","6","6","7","6","6","6","6","5","8","7","6","10","6","6","8","6","5","7","5","5","6","6","5"
"ENSG00000048544","7","3","3","3","4","4","13","7","8","2","2","2","7","6","6","3","3","2","5","5","2","15","12","7","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","3","3","1","3","2","2","6","2","5","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000214575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","10","4","6","4","4","3","1","1","5","1","1","1","1","1","3","3","1","3","1","1","4","2","1","15","6","6","7","6","6","6","6","5","10","7","6","14","6","6","11","6","5","0","0","0","0","0","0"
"ENSG00000048540","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","5","2","3","3","2","2","2","1","1","2","1","1","6","4","1","11","4","3","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000146070","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","5","5","2","3","2","2","2","1","1","2","1","1","1","1","1","2","2","1","3","1","1","3","3","1","3","2","2","3","2","2","4","4","2","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000109466","3","4","4","3","4","4","18","7","8","2","2","2","6","5","5","3","3","2","2","2","3","5","3","3","4","3","4","4","3","3","3","3","3","2","2","1","1","1","1","3","3","1","9","5","5","6","2","5","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000108599","7","3","3","4","3","3","15","2","2","4","4","4","1","2","3","3","3","2","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","2","3","2","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000108592","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","4","4","5","3","2","2","2","1","1","2","1","1","6","4","1","7","6","4","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000108591","24","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","21","2","17","14","7","22","9","8","15","11","11","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000108590","2","2","2","2","2","2","1","1","1","1","1","1","13","12","10","1","1","1","2","2","3","11","6","3","8","3","4","6","3","3","16","3","3","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","4","4","2","2","3","2","2","2","2","2","2","2","3","2","2","3","3","3"
"ENSG00000090686","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","7","9","1","1","1","1","23","2","14","13","9","9","2","2","2","1","1","2","11","9","7","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000051825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","23","16","12","9","8","6","4","3","3","6","6","0","0","0","0","0","0","0","0","0","0","0","0","9","5","5","6","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000227124","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","1","4","4","5","2","2","2","3","1","1","2","1","1","1","1","1","3","3","1","3","1","1","4","2","1","9","5","5","6","2","5","11","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267508","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267506","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","8","10","4","6","4","4","3","1","1","5","1","1","8","1","1","3","3","1","3","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000154654","4","3","3","4","3","3","4","2","2","2","2","2","1","2","3","3","3","2","5","5","2","3","2","2","3","1","1","5","1","1","1","1","1","2","2","1","1","1","1","3","3","1","2","3","3","2","3","3","3","3","3","5","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000196776","3","4","4","3","4","4","13","7","8","2","2","2","6","5","5","3","3","2","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000138279","4","3","3","4","3","3","0","0","0","0","0","0","6","5","5","0","0","0","5","5","2","3","2","2","3","1","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000164329","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","2","2","1","7","9","1","1","1","1","6","4","3","7","4","4","10","8","7","5","4","3","4","4","4","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000164326","7","3","3","4","3","3","15","2","2","4","4","4","1","2","3","3","3","2","22","17","12","1","1","1","12","8","7","11","8","8","15","4","1","10","9","8","12","10","8","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000164327","1","1","1","1","1","1","2","1","1","1","1","1","4","4","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000164323","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","11","9","7","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","7","5","3","5","5","4","6","3","3","4","4","1"
"ENSG00000100462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","4","1","1","11","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","10","8","8","8","7","7","10","9","7","0","0","0","8","8","7","6","7","6","0","0","0","0","0","0"
"ENSG00000100461","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","1","1","1","9","11","7","8","7","6","7","7","6","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0","9","5","5","2","3","3","4","4","2","4","5","2","15","3","4","0","0","0","0","0","0","0","0","0"
"ENSG00000112096","14","5","5","10","5","5","6","5","7","6","6","6","7","6","6","0","0","0","10","7","6","7","5","5","10","6","5","9","5","5","5","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000186187","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","32","25","5","10","8","4","18","12","12","17","12","12","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","5","5","4","7","7","4","7","8","4","7","5","3","5","5","4","5","3","3","4","4","1"
"ENSG00000186184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","2","2","1","2","2","1","2","2","2","2","2","1","1","2","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000159063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000203875","9","9","9","8","5","5","11","11","10","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000203877","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000203872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","11","7","8","7","6","7","7","6","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000182606","11","2","2","1","1","1","1","1","1","1","1","1","5","1","2","2","2","1","3","3","2","2","2","2","3","1","1","2","1","1","1","1","1","4","3","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000182601","6","8","8","6","7","6","9","9","9","8","8","8","9","8","7","6","6","5","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","19","13","12","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
